區域,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
善化區,小新里,10月23日,五,08:15,台南是善化區陽光北一路152巷,23.1160991,120.305305,2,1,1,12,24
安南區,安富里,10月23日,五,08:15,台南市安南區安富街251巷,23.0257399,120.1954946,1,1,1,11,30
安平區,平通里,10月23日,五,08:15,台南市安平區平豐路,22.9942409,120.1638753,1,1,1,5,11
東區,富強里,10月23日,五,13:15,台南市東區裕農路446巷,22.9856651,120.2318519,2,1,1,13,34
東區,忠孝里,10月23日,五,13:15,台南市東區崇明四街,22.9801525,120.2165728,2,1,1,16,40
東區,崇誨里,10月23日,五,13:15,台南市東區林森路二段192巷,22.989778,120.224691,2,1,1,15,38
東區,崇成里,10月23日,五,13:15,台南市東區崇德十二街,22.9717524,120.2284234,4,3,1,34,84
中西區,水仙里,10月23日,五,13:15,台南市中西區海安路與民權路口,22.9968601,120.1972918,5,4,1,28,72
北區,成德里,10月23日,五,13:15,台南市北區育德一街與文成路,23.0150561,120.2052315,3,2,1,23,54
南區,郡南里,10月23日,五,13:15,台南市南區新都路與永成路三段,22.9687954,120.1991287,1,1,1,5,14
南區,建南里,10月23日,五,13:15,台南市南區永成路三段881巷,22.9635911,120.1953619,4,3,1,16,48
永康區,復華里,10月23日,五,13:15,台南市永康區國華街,23.014561,120.246974,2,1,1,15,38
永康區,復華里,10月23日,五,13:15,台南市永康區復華八街47巷,23.0154106,120.2458901,2,1,1,13,34
安南區,理想里,10月23日,五,13:15,台南市安南區大安街187巷,23.0344561,120.193348,1,1,1,8,24
安南區,安和里,10月23日,五,13:15,台南市安南區安和路一段96巷,23.0288117,120.2154224,1,1,1,11,30
安平區,西門里,10月23日,五,13:15,台南市安平區國勝路35巷,23.0010805,120.1594181,1,1,1,3,7
東區,大同里,10月24日,六,08:15,台南市東區大同路一段,22.9872059,120.2114051,1,1,1,11,26
東區,虎尾里,10月24日,六,08:15,台南市東區東成街200巷,22.9796653,120.2379523,2,1,1,3,40
東區,崇善里,10月24日,六,08:15,台南市崇善四街,22.9752229,120.2307944,3,2,1,25,62
東區,大同里,10月24日,六,08:15,台南市林森路一段,23.711641,120.434881,2,1,1,16,40
東區,崇德里,10月24日,六,08:15,台南市崇道路,22.9722322,120.2279031,2,1,1,20,48
北區,仁愛里,10月24日,六,08:15,台南市東豐路227巷24弄,23.0042556,120.2206534,7,6,1,26,60
新化區,豐榮里,10月24日,六,08:15,台南市新化豐榮里洋子,23.0345175,120.2964532,1,1,1,4,8
新化區,東榮里,10月24日,六,08:15,台南市新化東榮里中興路,23.032839,120.313865,1,1,1,7,14
永康區,復國里,10月24日,六,08:15,台南市復國二路,23.0054164,120.2472343,2,1,1,8,24
永康區,鹽洲里,10月24日,六,08:15,台南市鹽忠街,23.039992,120.23396,2,1,1,9,16
七股區,大埕里,10月24日,六,08:15,台南市七股區大埕里,23.1453614,120.144496,1,1,1,10,12
七股區,大寮里,10月24日,六,08:15,台南市七股區大寮里,23.1457093,120.1524351,1,1,1,5,6
東區,小東里、莊敬里,10月24日,六,13:15,台南市東平路,24.1346073,120.7334113,2,1,1,14,36
東區,仁和里、德高里,10月24日,六,13:15,台南市仁和路,24.0476279,121.154929,3,2,1,25,62
東區,和平里、仁和里,10月24日,六,13:15,台南市仁和路113巷,22.9711391,120.23431,2,1,1,17,42
東區,虎尾里,10月24日,六,13:15,台南市東成街,22.9801095,120.23482,3,2,1,21,44
東區,中西里,10月24日,六,13:15,台南市東寧路120巷,22.9906226,120.2218808,1,1,1,9,22
安定區,安定,10月24日,六,13:15,台南市安定區安定,23.1215935,120.2371216,1,1,1,12,12
安定區,新吉,10月24日,六,13:15,台南市安定區安定,23.1215935,120.2371216,1,1,1,3,6
北區,重興里,10月24日,六,13:15,台南市林森路三段,23.0066086,120.2241747,2,1,1,9,24
北區,開元里,10月24日,六,13:15,台南市北園街,23.0112414,120.2224925,4,3,1,21,52
新化區,協興里,10月24日,六,13:15,台南市新化協興里363巷,23.0426237,120.3077044,2,1,1,11,22
永康區,中華里,10月24日,六,13:15,台南市忠勇街,24.843313,121.235295,2,1,1,13,34
東區,和平里,10月25日,日,08:15,台南市東區文化路,22.9778359,120.2330687,2,1,1,12,30
東區,中西里,10月25日,日,08:15,台南市東區東寧路15巷,22.9930297,120.2200538,1,0,1,3,10
東區,成大里,10月25日,日,08:15,台南市東區育樂街 ,22.99596,120.215325,1,0,1,6,16
東區,龍山里,10月25日,日,08:15,台南市東區林森路一段,22.9849348,120.2219427,1,0,1,5,14
東區,忠孝里,10月25日,日,08:15,台南市東區中華東路三段336巷,22.9744738,120.2208836,2,1,1,12,30
東區,裕農里A,10月25日,日,08:15,台南市東區裕農路,22.987755,120.230394,2,1,1,14,36
東區,裕農里B,10月25日,日,08:15,台南市東區裕豐街214巷,22.9882775,120.228443,1,0,1,3,10
中西區,進學里,10月25日,日,08:15,台南市中西區南寧街,22.9849805,120.2009221,4,4,1,30,72
仁德區,成功里,10月25日,日,08:15,台南市仁德區成功二街,22.9574135,120.2287756,1,1,1,4,8
仁德區,成功里,10月25日,日,08:15,台南市仁德區保華路,22.9592733,120.2253415,1,1,1,17,32
南區,光明里,10月25日,日,08:15,台南市南區新建路17巷,22.9728069,120.1859198,4,4,1,13,20
南區,開南里,10月25日,日,08:15,台南市南區新建路55巷,22.9655643,120.1858733,1,1,1,4,12
歸仁區,歸南里,10月25日,日,08:15,台南市歸仁區中正十六街2巷,22.9585963,120.2836453,1,1,1,8,16
歸仁區,歸仁里,10月25日,日,08:15,台南市歸仁區信義北路96巷,22.9691884,120.2980517,1,1,1,8,16
安南區,安慶里,10月25日,日,08:15,台南市安南區長溪路一段,23.0389591,120.2069407,1,1,1,6,20
安南區,州南里,10月25日,日,08:15,台南市安南區長和路二段,23.0633838,120.2200855,1,1,1,12,30
安平區,石門里,10月25日,日,08:15,台南市安平區安北路16巷,23.0002884,120.1675956,1,1,0,17,36
安平區,育平里,10月25日,日,08:15,台南市安平區育平路,22.988415,120.1668411,1,1,0,4,9
東區,大智里、東智里,10月25日,日,13:30,台南市東區德東街 ,22.9615898,120.2302508,2,1,1,14,34
東區,富強里,10月25日,日,13:30,台南市東區中華東路二段,22.9822798,120.2301079,3,2,1,22,48
東區,泉南里,10月25日,日,13:30,台南市東區府東街,22.9877778,120.2134322,1,0,1,3,10
中西區,民生里,10月25日,日,13:30,台南市中西區金華路三段,22.9906736,120.1927552,1,1,1,4,12
中西區,天后里,10月25日,日,13:30,台南市中西區西門路二段300巷,22.9966072,120.2003284,1,1,1,3,10
中西區,光賢里,10月25日,日,13:30,台南市中西區中華西路二段,23.005977,120.186732,1,1,1,5,14
中西區,協進里,10月25日,日,13:30,台南市中西區民權路三段,22.9989782,120.1884037,1,1,1,6,16
仁德區,上崙里,10月25日,日,13:30,台南市仁德區上崙街,22.9406761,120.2540282,1,1,1,11,20
仁德區,上崙里,10月25日,日,13:30,台南市仁德區德南路373巷,22.944397,120.2581165,1,1,1,10,20
南區,大恩里、大忠里,10月25日,日,13:30,台南市南區大同路二路640巷,22.9733855,120.2114363,2,2,1,13,32
南區,鯤鯓里,10月25日,日,13:30,台南市南區鯤鯓路101巷,22.9511737,120.1742254,1,1,1,5,14
南區,田寮里,10月25日,日,13:30,台南市南區新興路217巷,22.9761804,120.1952928,1,1,1,6,16
歸仁區,大潭里,10月25日,日,13:30,台南市歸仁區長榮大學,22.9040693,120.2730415,1,1,1,17,30
安南區,沙崙里,10月25日,日,13:30,台南市安南區青砂街一段,23.0729854,120.1222245,1,1,1,5,18
安南區,海西里A,10月25日,日,13:30,台南市安南區海中街,23.0387931,120.1853738,0,0,0,6,20
安南區,海西里B,10月25日,日,13:30,台南市安南區海環街437巷,23.041175,120.180891,1,1,1,7,22
安平區,平通里,10月25日,日,13:30,台南市安平區育平九街,22.9953124,120.1698346,1,1,0,13,27
安平區,建平里,10月25日,日,13:30,台南市安平區建平十五街,22.9962744,120.182987,1,0,1,6,13
安平區,華平里,10月25日,日,13:30,台南市安平區平通路,22.9931312,120.1746711,1,0,1,3,7
東區,大同里,10月26日,一,08:15,台南市東區大同路一段197巷,22.9835147,120.2124013,1,0,1,7,18
東區,大福里,10月26日,一,08:15,台南市東區立德一路3巷,22.9759942,120.2147494,1,0,1,3,10
東區,小東里,10月26日,一,08:15,台南市東區東興路314巷,22.997036,120.2302393,1,0,1,5,14
東區,自強里,10月26日,一,08:15,台南市東區富農街一段188巷,22.981659,120.234995,4,3,1,33,82
東區,崇明里,10月26日,一,08:15,台南市東區東門路三段37巷,22.9812086,120.2307549,1,0,1,3,10
中西區,五妃里、郡王里,10月26日,一,08:15,台南市東區中華東路三段357巷,22.9731629,120.2235567,3,2,1,18,48
北區,文元里,10月26日,一,08:15,台南市中西區區樹林街二段,22.9856168,120.2069337,3,2,1,21,50
北區,大港里,10月26日,一,08:15,台南市北區文賢一路182巷,23.006583,120.196023,2,1,1,13,32
南區,永寧里,10月26日,一,08:15,台南市北區大興街602巷,23.0084551,120.1787133,1,1,1,6,16
南區,明亮里、府南里,10月26日,一,08:15,台南市南區灣裡路238巷,22.9275832,120.1817716,2,2,1,8,20
永康區,二王里,10月26日,一,08:15,台南市南區金華路一段484巷,22.9724057,120.1932965,2,2,1,8,24
永康區,六合里,10月26日,一,08:15,中山南路544巷,23.0178809,120.2421496,1,1,1,6,16
安南區,溪頂里,10月26日,一,08:15,台南市永康區中華二路266巷,23.009253,120.2332122,1,1,1,8,20
安南區,新順里A,10月26日,一,08:15,台南市安南區府安路四段151巷,23.0248832,120.208207,1,1,1,12,30
安平區,文平里,10月26日,一,08:15,台南市安南區安豐六街,23.0467862,120.2122326,0,0,0,8,21
東區,仁和里,10月26日,一,13:30,台南市安平區健康一街71巷,22.9835217,120.1799907,3,2,1,26,64
東區,東門里,10月26日,一,13:30,台南市東區利東街,22.9696816,120.2360369,2,1,1,13,32
東區,崇德里,10月26日,一,13:30,台南市東區東門路一段,22.9883399,120.2139661,1,0,1,8,20
中西區,郡王里,10月26日,一,13:30,台南市東區崇德六街,22.9765398,120.2280435,3,2,1,21,54
中西區,民主里,10月26日,一,13:30,台南市中西區建業街,22.9878812,120.2069068,1,1,1,2,8
北區,大港里,10月26日,一,13:30,台南市中西區保安路,22.9912601,120.1916427,2,1,1,19,46
北區,延平里,10月26日,一,13:30,台南市北區大興街246巷,23.0110631,120.187248,2,1,1,9,24
南區,興農里,10月26日,一,13:30,台南市北區公園路,23.0092326,120.2105113,1,1,1,6,16
南區,南華里,10月26日,一,13:30,台南市南區灣裡路211巷,22.9280435,120.1853896,3,3,1,8,20
永康區,永康里,10月26日,一,13:30,台南市南區中華南路二段300巷,22.962751,120.1878262,1,1,1,5,14
永康區,東橋里,10月26日,一,13:30,台南市永康區文化路,23.016505,120.26125,2,2,1,11,30
安南區,新順里B,10月26日,一,13:30,台南市永康區東橋十街,23.022161,120.2325728,1,1,1,12,30
安南區,塭南里,10月26日,一,13:30,台南市安南區頂安街68巷,23.0440191,120.2150891,1,1,1,8,20
安平區,平通里,10月26日,一,13:30,台南市安南區安昌街,23.0708473,120.2196093,1,1,0,5,14
東區,德高里,10月27日,二,08:15,台南市東區仁和路,22.9672,120.235655,1,1,1,3,12
東區,龍山里,10月27日,二,08:15,台南市東區龍山街,22.9839413,120.2232838,1,1,1,5,16
東區,崇德里,10月27日,二,08:15,台南市東區崇明路,22.9742916,120.2231982,4,3,1,15,40
東區,虎尾里、自強里,10月27日,二,08:15,台南市東區東成街,22.97973,120.233947,2,1,1,13,36
東區,關聖里,10月27日,二,08:15,台南市東區裕農路668巷,22.9870629,120.2361961,1,1,1,3,12
中西區,西湖里,10月27日,二,08:15,台南市中西區湖美街60巷,23.0013581,120.1810408,4,3,1,46,112
中西區,西湖里,10月27日,二,08:15,台南市中西區湖美街60巷,23.0013581,120.1810408,,,,,
北區,公園里A,10月27日,二,08:15,台南市北區富北街,22.9983149,120.2112291,2,1,1,11,18
北區,公園里B,10月27日,二,08:15,台南市北區北忠街,22.9992143,120.2096053,2,1,1,13,36
北區,大港里,10月27日,二,08:15,台南市北區大興街164巷,23.0112345,120.1896066,1,1,1,5,16
北區,大道里,10月27日,二,08:15,台南市北區北門路二段576巷,22.9981114,120.2121924,1,1,1,5,16
南區,松安里、永寧里,10月27日,二,08:15,台南市南區灣裡路282巷,22.9249505,120.1813787,1,1,1,7,20
南區,明德里,10月27日,二,08:15,台南市南區大成路一段30巷,22.9621817,120.1902722,2,1,1,8,22
永康區,安康里A,10月27日,二,08:15,台南市永康區中華西街122巷,23.0153726,120.2274484,3,2,1,19,48
永康區,安康里B,10月27日,二,08:15,台南市永康區中華西街122巷,23.0153726,120.2274484,5,4,1,30,76
安南區,溪北里,10月27日,二,08:15,台南市安南區府安路四段91巷,23.0255671,120.214154,1,1,1,8,19
東區,裕農里,10月27日,二,13:30,台南市東區裕農路,22.9875739,120.2311504,2,1,1,13,34
東區,裕農里,10月27日,二,13:30,台南市東區裕農路,22.9875739,120.2311504,,,,,
東區,成大里,10月27日,二,13:30,台南市東區育樂街,22.995624,120.2165333,3,2,1,21,50
東區,新東里,10月27日,二,13:30,台南市東區林森路一段,22.9849348,120.2219427,1,1,1,6,18
中西區,西賢里,10月27日,二,13:30,台南市東區西賢一街85巷,23.001461,120.1776785,1,1,1,10,26
北區,正風里,10月27日,二,13:30,台南市北區實踐街,23.0144073,120.2174479,2,1,1,11,26
北區,文元里A,10月27日,二,13:30,台南市北區中華北路二段80巷,23.0215,120.207,1,1,1,9,22
北區,文元里B,10月27日,二,13:30,台南市北區文賢路1180巷,23.0176892,120.1941031,1,1,1,6,18
北區,文元里C,10月27日,二,13:30,台南市北區北成路,23.0189099,120.2011802,1,1,1,7,20
北區,文元里C,10月27日,二,13:30,台南市北區北成路,23.0189099,120.2011802,,,,,
北區,成德里,10月27日,二,13:30,台南市北區文成五街,23.0188646,120.2049928,4,3,1,26,66
南區,松安里,10月27日,二,13:30,台南市南區興南街252巷,22.9230135,120.1803387,2,1,1,7,20
永康區,勝利里A,10月27日,二,13:30,台南市永康區勝華街37巷,23.0054047,120.2339679,2,2,1,13,30
永康區,勝利里B,10月27日,二,13:30,台南市永康區中華路7巷,22.998992,120.235009,2,1,1,15,34
永康區,網寮里,10月27日,二,13:30,台南市永康區文化路323巷,23.0158439,120.2575916,1,1,1,7,20
永康區,正強里,10月27日,二,13:30,台南市永康區正強街,23.026402,120.2519,1,1,1,7,20
永康區,復國里,10月27日,二,13:30,台南市永康區復華五街,23.0111038,120.2472366,2,1,1,8,22
安南區,淵西里A,10月27日,二,13:30,台南市安南區安中路四段290巷,23.0533548,120.1707905,1,1,1,5,16
安南區,淵西里B,10月27日,二,13:30,台南市安南區安中路4段320巷,23.0544796,120.1672126,1,1,1,4,14
安南區,公塭里,10月27日,二,13:30,台南市安南區安興路,23.0701258,120.1642814,1,1,1,4,14
安平區,港仔里,10月27日,二,13:30,台南市安平區安平路,22.9996341,120.1647317,1,1,1,2,10
東,大學,10月28日,三,08:15,台南市東區大學路,22.995939,120.2211169,2,1,1,12,32
東,東明、東光,10月28日,三,08:15,台南市東區東興路,22.9928476,120.229338,3,2,1,30,68
東,東光B,10月28日,三,08:15,台南市東平路,22.9951758,120.2301261,1,0,1,6,16
東,自強,10月28日,三,08:15,台南市富農街一段,22.9831347,120.2350238,1,0,1,3,12
東,東光A,10月28日,三,08:15,台南市東區東興路,22.9917924,120.2293142,1,0,1,4,16
東,德光,10月28日,三,13:30,台南市東區崇德路,22.9709372,120.2275075,1,0,1,1,4
東,大同,10月28日,三,13:30,台南市東區大同路一段241巷,22.9831295,120.2122562,2,1,1,11,26
東,仁和,10月28日,三,13:30,台南市東區利東街,22.9696816,120.2360369,2,1,1,4,16
東,東明,10月28日,三,13:30,台南市東區東寧路,22.9907191,120.2261771,3,2,1,17,42
東,復興,10月28日,三,13:30,台南市東區富農街一段 ,22.9835794,120.2351838,1,0,1,10,24
東,文聖,10月28日,三,13:30,台南市東區自由路,22.9691556,120.2376678,1,0,1,4,14
中西區,藥王里,10月28日,三,08:15,台南市中西區西和路,23.0004892,120.1891043,1,1,1,6,15
中西區,光賢里,10月28日,三,08:15,台南市中西區中華西路646巷,23.0055386,120.1873365,2,1,1,35,35
中西區,法華里,10月28日,三,13:30,台南市中西區法華街,22.9837532,120.2093873,3,2,1,28,28
中西區,永福里,10月28日,三,13:30,台南市中西區忠義路二段,22.9951446,120.2035039,3,2,1,38,38
北區,國興里a,10月28日,三,08:15,台南市北區南園街101巷,23.0081477,120.2258834,1,1,1,4,14
北區,國興里b,10月28日,三,08:15,台南市北區南園街101巷,23.0081477,120.2258834,1,1,1,3,12
北區,和順里,10月28日,三,08:15,台南市北區臨安路二段195巷,23.0051616,1.99E+13,2,2,2,8,22
北區,裕民里,10月28日,三,08:15,台南市北區成功路504巷,23.001597,120.1971071,2,2,2,9,24
北區,國姓里,10月28日,三,13:30,台南市北區公園路433巷,23.0077939,120.2090093,1,1,1,6,16
北區,新勝里a,10月28日,三,13:30,台南市北區長榮路5段,23.0100231,120.220084,1,1,1,5,14
北區,新勝里b,10月28日,三,13:30,台南市北區北園街,23.0093442,120.2230577,1,1,1,3,12
北區,長德里,10月28日,三,13:30,台南市北區公園南路152巷,23.0019349,120.2065545,1,1,1,7,18
南區,建南A,10月28日,三,08:15,台南市南區興隆路,22.9587805,120.1931703,3,2,1,15,38
南區,建南B,10月28日,三,08:15,台南市南區興隆路,22.9588724,120.1880314,1,1,1,3,12
南區,新興,10月28日,三,13:30,台南市南區新興路,22.976334,120.192026,3,2,1,9,22
南區,府南,10月28日,三,13:30,台南市南區金華路ㄧ段484巷,22.9710052,120.1933622,1,1,1,6,12
永康區,大橋里-A,10月28日,三,08:15,台南市永康區大橋二街,23.0201699,120.2294614,2,1,1,8,22
永康區,大橋里-B,10月28日,三,08:15,台南市永康區大橋里活動中心,23.0368698,120.2383895,2,1,1,13,36
永康區,勝利里,10月28日,三,08:15,台南市永康區中華路,23.0030695,120.235033,2,1,1,12,34
永康區,復國里,10月28日,三,08:15,台南市永康區復國一路28巷,23.0026328,120.2472219,2,1,1,14,38
永康區,三合里,10月28日,三,13:30,台南市永康區中華二路,23.0085358,120.2403197,3,2,1,22,58
永康區,鹽行里-A,10月28日,三,13:30,台南市永康區新民街77巷,23.0404739,120.2419548,3,2,1,9,24
永康區,鹽行里-B,10月28日,三,13:30,台南市永康區中正南路,23.038754,120.23447,3,2,1,16,40
安南,淵中,10月28日,三,13:30,台南市安南區安中路三段329巷,23.0470529,120.1836258,1,1,1,4,14
安平區,怡平里,10月28日,三,08:15,台南市安平區文平路461巷,22.9937808,120.1780183,1,1,1,6,18
玉井區,玉井里,10月28日,三,08:15,台南市玉井區中正路,23.176868,120.4852243,1,1,1,10,25
玉井區,玉田里,10月28日,三,13:30,台南市玉井區中正路,23.176868,120.4852243,1,1,1,10,25
東區,自強里,10月29日,四,08:15,台南市東區東門路三段,22.9757529,120.2196485,1,0,1,9,22
東區,德光里,10月29日,四,08:15,台南市東區崇德路,22.980849,120.230751,1,0,1,10,24
東區,忠孝里,10月29日,四,08:15,台南市東區榮譽街,22.9813179,120.2181499,1,0,1,6,16
東區,裕農里,10月29日,四,08:15,台南市東區裕豐街214巷,22.9882775,120.228443,1,0,1,4,12
東區,東安里、中西里,10月29日,四,08:15,台南市東區長榮路二段32巷,22.9885372,120.2206849,1,0,1,8,20
中西區,元安里、保安里,10月29日,四,08:15,台南市中西區保安路,22.9907552,120.1942737,1,1,1,7,20
中西區,西賢里,10月29日,四,08:15,台南市中西區西賢一街137巷,23.0020465,120.1776429,2,1,1,20,46
北區,大豐里,10月29日,四,08:15,台南市北區中華北路ㄧ段,23.0091435,120.1854503,2,1,1,10,24
北區,成德里A,10月29日,四,08:15,台南市北區育德二街421巷,23.016918,120.2017034,2,1,1,20,24
北區,成德里B,10月29日,四,08:15,台南市北區育德路,23.0167988,120.2072321,2,1,1,11,26
北區,延平里A,10月29日,四,08:15,台南市北區公園路746巷,23.0082117,120.2113406,2,1,1,7,18
北區,延平里B,10月29日,四,08:15,台南市北區公園路758巷,23.010478,120.2121782,2,1,1,7,18
南區,文南里,10月29日,四,08:15,台南市南區金華路二段,22.9816175,120.1914653,1,1,1,4,14
永康區,中華里,10月29日,四,08:15,台南市永康區忠勇街,23.0007753,120.2380039,3,3,0,23,58
永康區,成功里,10月29日,四,08:15,台南市永康區中華路134巷,23.0025897,120.236989,1,1,0,7,18
永康區,勝利里,10月29日,四,08:15,台南市永康區中華路121巷,23.0015771,120.234243,2,2,0,7,18
永康區,正強里,10月29日,四,08:15,台南市永康區四維街207巷,23.0362928,120.2507423,2,2,0,7,18
安平區,石門里,10月29日,四,08:15,台南市安平區民權路四段,23.0018916,120.1666449,1,1,0,5,16
安平區,平安里,10月29日,四,08:15,台南市安平區安平路,22.9980893,120.1738911,1,0,1,4,14
玉井區,玉井里、玉田里,10月29日,四,08:15,台南市玉井區中正路,23.176868,120.4852243,2,2,1,18,37
東區,和平里A,10月29日,四,13:30,台南市東區仁和路,22.9715483,120.2375488,1,0,1,2,8
東區,和平里B,10月29日,四,13:30,台南市東區自由路二段125巷,22.9884902,120.2399192,1,0,1,3,12
東區,南聖里A,10月29日,四,13:30,台南市東區裕誠街,22.9722526,120.2335078,1,0,1,3,12
東區,南聖里B,10月29日,四,13:30,台南市東區裕誠街,22.9891632,120.2430922,1,0,1,7,16
東區,崇文里,10月29日,四,13:30,台南市東區崇德二十街,22.967638,120.230921,2,1,1,12,32
東區,富裕里,10月29日,四,13:30,台南市東區裕豐街61巷,22.9847487,120.2262167,2,1,1,12,32
東區,復興里、虎尾里,10月29日,四,13:30,台南市東區富農街一段,22.9828857,120.234938,1,0,1,7,18
東區,文聖里,10月29日,四,13:30,台南市東區裕文路,22.9828369,120.2381602,2,1,1,17,42
東區,虎尾里,10月29日,四,13:30,台南市東區東成街142巷,22.9789024,120.2360677,1,0,1,6,16
中西區,西湖里,10月29日,四,13:30,台南市中西區頂美一街36巷,23.000019,120.1841,3,2,1,8,20
中西區,郡王里,10月29日,四,13:30,台南市中西區開山路,22.9884387,120.2080123,3,2,1,11,26
北區,東興里,10月29日,四,13:30,台南市北區小東路401巷,22.9990724,120.2323689,3,2,1,8,20
北區,重興里,10月29日,四,13:30,台南市北區東豐路451巷,23.0025792,120.2273286,2,1,1,8,20
北區,振興里,10月29日,四,13:30,台南市北區林森路三段,23.0066086,120.2241747,2,1,1,17,42
北區,賢北里,10月29日,四,13:30,台南市北區大興街565巷,23.0071783,120.1812697,2,1,1,8,20
南區,金華里,10月29日,四,13:30,台南市南區健康路二段,22.9817861,120.1896682,1,1,1,4,14
南區,永寧里,10月29日,四,13:30,台南市南區明興路,22.9309665,120.1832292,1,1,1,3,12
永康區,西灣里A,10月29日,四,13:30,台南市永康區大勇路76巷,23.0090686,120.2613206,1,1,0,6,16
永康區,西灣里B,10月29日,四,13:30,台南市永康區國光八街87巷,23.0109127,120.2600278,2,2,0,11,26
永康區,西橋里,10月29日,四,13:30,台南市永康區大橋三街,23.0196414,120.2265625,1,1,0,7,18
永康區,復國里,10月29日,四,13:30,台南市永康區國華街,23.011256,120.2471487,2,2,0,13,34
安南區,大安里,10月29日,四,13:30,台南市安南區理安街,23.0332407,120.1946882,1,1,1,6,18
安南區,頂安里,10月29日,四,13:30,台南市安南區頂安街260巷,23.0436002,120.2162223,1,1,1,3,12
玉井區,玉井里、玉田里,10月29日,四,13:30,台南市玉井區中正路,23.176868,120.4852243,2,2,1,18,37
東區,衛國里,10月30日,五,08:15,台南市東區林森路二段,22.9878541,120.2235301,2,1,1,15,36
東區,大德里、路東里,10月30日,五,08:15,台南市東區立德十一路,22.9781138,120.2139533,1,0,1,11,24
東區,中西里,10月30日,五,08:15,台南市東區長榮路二段,22.9910475,120.2209896,1,0,1,7,18
東區,泉南里,10月30日,五,08:15,台南市東區長榮路一段,22.9827638,120.2163673,1,0,1,6,16
東區,東明里,10月30日,五,08:15,台南市東區東安路,22.9920693,120.2263503,1,0,1,8,20
東區,忠孝里,10月30日,五,08:15,台南市東區崇明路,22.9808353,120.2165773,1,0,1,10,24
中西區,大涼里,10月30日,五,08:15,台南市中西區府前路二段258巷,22.9931464,120.1908589,3,0,0,22,4
北區,大港里,10月30日,五,08:15,台南市北區賢北街,23.0107947,120.1819842,2,2,2,6,14
北區,興北里,10月30日,五,08:15,台南市北區公園北路78巷,23.00556,120.211317,2,2,2,12,27
北區,六甲里,10月30日,五,08:15,台南市北區公園路451巷,23.0092324,120.2085226,1,1,1,5,12
北區,文元里A,10月30日,五,08:15,台南市北區文成三路與文賢二街,23.0162011,120.2024877,1,1,1,5,12
北區,文元里B,10月30日,五,08:15,台南市北區文成三路與文賢二街,23.0162011,120.2024877,2,2,2,7,16
南區,大恩里、大忠里,10月30日,五,08:15,台南市南區大同路二段640巷,22.9684822,120.2136357,2,2,1,9,20
南區,府南里,10月30日,五,08:15,台南市南區金華路ㄧ段484巷,22.97211,120.193395,2,2,1,7,16
永康區,三合里,10月30日,五,08:15,台南市永康區南工街,23.0101211,120.240117,1,1,1,7,18
永康區,正強里A,10月30日,五,08:15,台南市永康區正強街,23.0320838,120.2514093,1,1,1,4,14
永康區,正強里B,10月30日,五,08:15,台南市永康區中正路209巷與中正路155巷,23.0305861,120.2500309,1,1,1,9,22
永康區,正強里C,10月30日,五,08:15,台南市永康區四維街5巷,23.0342125,120.2519655,1,1,1,9,22
安南區,總頭里,10月30日,五,08:15,台南市安南區長溪路二段486巷,23.053224,120.202482,1,1,1,5,14
安南區,新順里,10月30日,五,08:15,台南市安南區安和路三段73巷,23.0455318,120.2163741,1,1,1,8,20
安平區,漁光里,10月30日,五,08:15,台南市安平區漁光路,22.9774125,120.160128,1,1,0,3,6
安平區,平通里,10月30日,五,08:15,台南市安平區平通路580巷,22.9970027,120.1706725,1,0,1,5,12
東區,東門里、圍下里,10月30日,五,13:30,台南市東區慶東街,22.9896542,120.2164088,1,0,1,9,22
東區,崇善里,10月30日,五,13:30,台南市東區崇明十一街12巷,22.9757331,120.2224389,1,0,1,10,24
東區,崇信里,10月30日,五,13:30,台南市東區東門路二段,22.9815011,120.2286301,1,0,1,7,18
東區,崇明里,10月30日,五,13:30,台南市東區大同路二段449巷,22.9711129,120.21639,1,0,1,6,16
東區,崇學里,10月30日,五,13:30,台南市東區崇德四街7巷,22.9781335,120.2250221,1,0,1,8,20
東區,東光里,10月30日,五,13:30,台南市東區東光路一段5巷,22.9899062,120.229831,1,0,1,8,17
東區,大智里,10月30日,五,13:30,台南市東區德東街,22.9615898,120.2302508,2,1,1,18,42
中西區,大涼里,10月30日,五,13:30,台南市中西區金城街與府前一街,22.9928085,120.1895145,1,0,0,12,3
北區,成功里,10月30日,五,13:30,台南市北區北成路,23.0185465,120.2106667,2,2,2,9,22
北區,賢北里,10月30日,五,13:30,台南市北區賢北街,23.009211,120.1827758,3,3,3,16,37
北區,公園里,10月30日,五,13:30,台南市北區北門路2段,22.9983899,120.2123203,1,1,1,3,6
南區,再興里,10月30日,五,13:30,台南市南區三官路176巷,22.9780867,120.1928496,2,2,1,7,16
南區,喜東里,10月30日,五,13:30,台南市南區明興路與喜樹路151巷,22.9412781,120.1817619,2,2,1,10,22
永康區,二王里,10月30日,五,13:30,台南市永康區永二街447巷,23.0189158,120.2461167,1,1,1,9,22
永康區,東橋里,10月30日,五,13:30,台南市永康區東橋一路258巷,23.0202135,120.2324126,1,1,1,7,18
永康區,鹽洲里,10月30日,五,13:30,台南市永康區鹽行路100巷,23.0439098,120.2335922,1,1,1,8,18
