區域,里別,日期,星期,集合時間,集合地點,緯度,經度,鎖匠,警員,刑警,噴工數,支援人力
安南區,頂安里,08月19日,三,13:50, 台南市安南區安中路一段388巷,23.0395115,120.2036623,1,1,1,5,10
東區,中西里,08月19日,三,13:30,台南市東區勝利路,22.9939325,120.218039,,,,2,0
東區,裕聖里,08月19日,三,13:30,台南市東區裕孝路,22.9834429,120.2434988,1,1,1,7,20
永康區,六合里,08月19日,三,13:45,台南市永康區中山南路,23.0191223,120.2413962,1,1,1,5,8
北區,五福里、三德里,08月19日,三,13:30,台南市北區長北街,23.0020765,120.2044383,3,3,3,19,38
中西區,民權里,08月19日,三,13:45,台南市中西區和平街,22.9965807,120.1967339,2,2,2,12,28
東區,龍山里,08月20日,四,08:30,台南市東區府東街,22.9865622,120.2162521,,,,3,6
東區,後甲里,08月20日,四,08:30,台南市東區建東街42巷,22.9902395,120.2379319,,,,5,10
北區,國姓里,08月20日,四,08:30,台南市北區北區西門路三段,23.0052556,120.2054858,,,,20,40
安平區,文平里,08月20日,四,08:30,台南市安平區中華西路二段1巷,22.9866093,120.1859914,,,,8,8
南區,文華里,08月20日,四,08:45,台南市南區永華路一段233巷,22.9878923,120.1914777,,,,5,10
善化區,嘉北里,08月20日,四,08:45,台南市善化區茄拔,23.139793,120.325545,,,,4,0
永康區,埔園里,08月20日,四,08:45,台南市永康區四維街58巷,23.0324258,120.2531342,,,,3,8
永康區,成功里,08月20日,四,08:45,台南市永康區中華一路1巷,23.0043056,120.2388359,,,,4,8
安南區,幸福里,08月20日,四,08:50,台南市安南區府安路六段85號,23.01849,120.188425,,,,11,20
新營區,延平里,08月20日,四,13:30,台南市新營區延平農會,23.299187,120.3133131,,,,7,13
新營區,好平里,08月20日,四,13:30,台南市新營區濟安宮,23.3119567,120.3089541,,,,8,14
白河區,永安里,08月20日,四,13:30,台南市白河區國光路,23.3523649,120.4161219,,,,5,3
北區,成德里,08月20日,四,13:30,台南市北區西門路三段,23.0026667,120.2035199,,,,21,42
永康區,五王里,08月20日,四,13:45,台南市永康區五福街110巷,23.0128049,120.2349439,,,,4,8
北區,振興里,08月21日,五,08:30,台南市北區開元路73巷,23.0071693,120.2176377,7,7,7,30,70
鹽水區,福得里,08月21日,五,08:30,台南市鹽水區後厝,23.2622306,120.2397336,,,,5,
安平區,文平里,08月21日,五,08:30,台南市安平區永華二街41巷,22.9859451,120.1831377,1,1,1,4,5
南區,文南里,08月21日,五,08:45,台南市南區金華路二段289巷23弄,22.9843866,120.1907926,1,1,1,5,10
南區,新興里,08月21日,五,08:45,台南市南區五妃街419巷,22.9826608,120.1962136,2,2,2,9,18
永康區,正強,08月21日,五,08:45,台南市永康區自強路188巷,23.0257461,120.2508744,1,1,1,3,8
永康區,網寮,08月21日,五,08:45,台南市永康區文化路,23.0158439,120.2575916,1,1,1,2,6
安南區,幸福里,08月21日,五,08:50,台南市安南區府安路六段,23.0172804,120.1871243,1,1,1,7,14
北區,文成里,08月21日,五,13:30,台南市北區和緯路三段,23.0105336,120.1972508,2,2,2,11,30
北區,興南里,08月21日,五,13:30,台南市北區公園路321巷,23.0042925,120.209006,2,2,2,19,40
安平區,文平里,08月21日,五,13:30,台南市安平區建平一街,22.9842402,120.1775813,1,1,1,4,6
麻豆區,麻口里,08月21日,五,13:30,麻豆區麻豆口,23.181298,120.218607,1,,1,3,
南區,明興里,08月21日,五,13:45,台南市南區永仁街,22.9655419,120.1906535,1,1,1,3,6
南區,廣州里,08月21日,五,13:45,台南市南區福吉一街,22.9841557,120.1938924,2,2,2,9,18
善化區,東關里,08月21日,五,13:45,台南市善化區中山路,23.1320504,120.2952307,1,1,1,2,
永康區,西橋,08月21日,五,13:45,台南市永康區大橋三街57巷36弄,23.0176827,120.2235793,1,1,1,6,10
安南區,幸福里,08月21日,五,13:50,台南市安南區府安路六段62巷,23.0186359,120.1892783,1,1,1,8,16
中西區,中正里,08月22日,六,08:30,台南市中西區康樂街,22.9952871,120.1951361,,,,8,20
北區,文元里,08月22日,六,08:30,台南市北區海安路三段,23.0103002,120.2001781,0,0,0,12,30
善化區,南關里,08月22日,六,08:45,台南市善化區光復路368號,23.1279209,120.2870214,1,2,2,5,
永康區,二王里,08月22日,六,08:45,台南市永康區中山南路490巷12弄,23.0169833,120.2394397,1,1,1,3,8
永康區,東橋里,08月22日,六,08:45,台南市永康區東橋五路,23.0218712,120.2353146,1,1,1,3,8
仁德區,仁義里,08月22日,六,08:45,台南市仁德區仁義路,22.9683672,120.2559227,1,1,1,3,3
安南區,溪墘里,08月22日,六,08:50,台南市安南區海佃路一段284巷,23.0267847,120.1931252,1,1,1,8,16
中西區,民生里,08月22日,六,13:30,台南市中西區南華街,22.990054,120.1913953,,,,8,20
北區,公園里,08月22日,六,13:30,台南市北區公園路,23.0068369,120.2100531,2,2,2,10,26
學甲區,明宜里,08月22日,六,13:30,台南市學甲區慈濟宮,23.2336949,120.1804966,1,1,1,6,
安南區,安富里,08月22日,六,13:50,台南市安南區郡安路五段164巷3弄,23.0286805,120.1965527,1,1,1,8,16
東山區,東中里,08月22日,六,14:00,台南市東山區達雲路一段,23.3213138,120.4043482,1,2,1,4,2
山上區,平陽里,08月22日,六,14:00,台南市山上區衛生所,23.0893067,120.3723741,0,0,0,1,
安平區,平通里,08月23日,日,08:30,台南市安平區平通路,22.9930277,120.1753046,1,1,1,3,5
安平區,怡平里,08月23日,日,08:30,台南市安平區永華六街154巷,22.9946506,120.178196,1,1,1,3,5
北區,三德里,08月23日,日,08:10,台南市北區長北街,23.0020765,120.2044383,,,,12,15
新營區 ,好平里,08月23日,日,08:30,台南市新營區長春街,23.3014896,120.3118161,6,6,6,16,26
新市區,三舍里,08月23日,日,13:00,台南市新市區中興街,23.0781138,120.2937125,1,1,1,2,0
新市區,永就里,08月23日,日,13:00,台南市新市區中興街,23.0781138,120.2937125,1,1,1,6,0
新營區 ,延平里,08月23日,日,13:30,台南市新營區成功街,23.3015983,120.3126385,,,,12,15
南區,大恩里,08月23日,日,13:30,台南市南區國民路165巷,22.966502,120.2116106,2,2,2,15,26
北區,永祥里,08月23日,日,13:45,台南市北區實踐街85巷,23.0145383,120.2195684,2,2,2,10,20
學甲區,明宜里,08月24日,一,08:30,台南市學甲區濟生路,23.2325831,120.1821987,,,,7,
北區,文元里,08月24日,一,08:30,台南市北區文成三路,23.0162011,120.2024877,2,2,2,16,56
中西區,建國里,08月24日,一,08:45,台南市中西區新美街50巷,22.9949657,120.2007038,2,2,2,13,26
永康區,中興里,08月24日,一,08:45,台南市永康區中興街91巷,23.007832,120.2386599,1,1,1,3,6
永康區,勝利里,08月24日,一,08:45,台南市永康區中華路7巷20弄,23.0134624,120.2632441,1,1,1,5,8
北區,小康里,08月24日,一,13:30,台南市北區實踐街,23.0137872,120.218328,3,3,3,18,60
東區,小東里,08月24日,一,13:30,台南市東區小東路198巷,22.999478,120.2275347,2,2,2,15,30
南區,大恩里,08月24日,一,13:45,台南市南區大同路二段750巷,22.9663881,120.2130517,,,,6,12
中西區,銀同里,08月24日,一,13:45,台南市中西區開山路,22.9884387,120.2080123,1,1,1,5,10
永康區,西橋里,08月24日,一,13:45,台南市永康區大橋三街57巷19弄,23.0176827,120.2235793,1,1,1,4,8
麻豆區,麻豆里,08月25日,二,08:30,台南市麻豆區新生南路114巷口,23.1822684,120.2394171,1,,1,3,2
北區, 小康里,08月25日,二,08:30,台南市北區實踐街17號,23.0137872,120.218328,5,5,5,20,56
安平區,育平里,08月25日,二,08:30,台南市安平區育平五街38號,22.9906705,120.1689224,,,,2,3
安平區,國平里,08月25日,二,08:30,台南市安平區育平五街6號管理室,22.9906705,120.1689224,,,,2,3
中西區,民權里,08月25日,二,08:30,台南市中西區環河街94號,22.9943034,120.1923404,,,,5,12
安定區,港口里,08月25日,二,08:30,台南市安定區安定59-1號,23.0939111,120.2296358,,,,3,
永康區,甲頂里,08月25日,二,08:45,台南市永康區中央路23巷51弄4號,23.0217373,120.2154673,1,1,1,2,6
東區,成大里,08月25日,二,08:50,臺南市東區成大里育樂街148巷巷口,22.9957612,120.2147951,,,,10,20
白河區,玉豐里,08月25日,二,13:30,台南市白河區國光路5號,23.352012,120.415777,1,1,,3,
北區,和順里,08月25日,二,13:30,台南市民德路與育德二路交叉處,23.0056433,120.2024696,5,5,5,20,56
佳里區,鎮山里,08月25日,二,13:30,台南市佳里區自由街2號,23.1559499,120.1785635,,,,5,4
善化區,什乃里,08月25日,二,13:45,台南市善化區什乃6號前空地,23.144704,120.2815587,1,1,1,4,
永康區,鹽行里,08月25日,二,13:45,台南市永康區中正路559號,23.0337658,120.245643,2,1,2,4,8
中西區,安海里,08月25日,二,13:50,台南市中西區海安路二段401號,22.9968601,120.1972918,,,,5,12
東區,成大里,08月25日,二,13:50,臺南市東區成大里育樂街161號前集合,22.9943326,120.2146941,,,,5,10
東區,裕農里,08月25日,二,13:50,臺南市東區裕農里裕農里東寧路540號前集合,22.9907865,120.2254616,,,,5,10
南區,新興里,08月27日,四,08:30,台南市南區西門路一段471巷,22.9819433,120.1969808,2,2,2,12,26
東區,莊敬里,08月27日,四,08:30,台南市東區小東路254巷18弄,22.9978658,120.2304648,2,2,2,12,24
安平區,育平里,08月27日,四,08:30,台南市安平區建平五街22巷15弄,22.9879547,120.1799289,1,1,1,3,5
安平區,文平里,08月27日,四,08:30,台南市安平區育平五街,22.9906705,120.1689224,1,1,1,3,5
新化區,太平里,08月27日,四,08:30,台南市新化區建國街,23.0375906,120.3092834,1,1,1,5,0
新營區,好平里,08月27日,四,08:30,台南市新營區長春街,23.3014896,120.3118161,1,1,1,5,0
北區,三德里,08月27日,四,08:30,台南市北區長北街,23.002076,120.2044383,6,6,6,22,66
南區,大恩里,08月27日,四,13:30,台南市南區大同路750巷,22.9657633,120.212861,1,1,1,12,26
中西區,安海里,08月27日,四,13:30,台南市中西區正興街,22.9944397,120.1969383,2,2,2,10,20
永康區,六合里,08月27日,四,13:30,台南市永康區新興街,23.0118273,120.2289363,1,1,1,3,6
永康區,安康里,08月27日,四,13:30,台南市永康區中華路703巷71弄,23.0164067,120.2279859,1,1,1,3,8
新化區,北勢里,08月27日,四,13:30,台南市新化區北勢里,23.0506082,120.2887685,1,1,1,3,0
新化區,北勢里,08月27日,四,13:30,台南市新化區中正路,23.0407467,120.3061845,1,1,1,2,0
新營區,延平里,08月27日,四,13:30,台南市新營區三民路,23.3070861,120.3147868,1,1,1,1,0
鹽水區,武廟里,08月27日,四,13:30,台南市鹽水區武廟路,23.3235134,120.265843,1,1,1,4,2
北區,中樓里,08月27日,四,13:30,台南市北區開元路73巷,23.0071693,120.2176377,8,8,8,30,66
中西區,民主里、保安里,08月28日,五,08:30,台南市中西區康樂街,22.9952871,120.1951361,,,,10,30
北區,國興里、華興里,08月28日,五,08:30,台南市北區林森路三段,23.0046136,120.2247702,4,4,4,22,66
永康區,勝利,08月28日,五,08:30,台南市永康區勝利街2巷,23.001863,120.2302541,5,3,5,12,24
善化區,南關里,08月28日,五,08:30,台南市善化區自由路,23.1301399,120.2881403,,,,3,0
中西區,中正里,08月28日,五,13:30,台南市中西區康樂街,22.9952871,120.1951361,,,,10,30
北區,正覺里,08月28日,五,13:30,台南市北區公園路,23.0068369,120.2100531,6,6,6,30,66
左鎮區,中正里,08月28日,五,13:30,台南市左鎮區中正里,23.059456,120.40596,,,,1,0
永康區,勝利,08月28日,五,13:30,台南市永康區勝利街2巷,23.001863,120.2302541,5,3,5,12,24
新化區,全興里,08月28日,五,13:30,台南市新化區竹仔腳,23.0280873,120.3320195,,,,3,0
北區,勝安里,08月29日,六,08:30,台南市北區開元路73巷,23.0071693,120.2176377,6,6,6,30,66
西港區,竹林里,08月29日,六,08:30,台南市西港區竹林里,23.1207622,120.1849082,1,1,1,3,0
佳里區,鎮山里,08月29日,六,08:30,台南市佳里區勝利路,23.1449938,120.1806729,1,1,1,7,4
南區,文華里、文南里,08月29日,六,08:30,台南市南區建南路,22.9849463,120.190434,3,3,3,13,29
安南區,安富里,08月29日,六,08:50,台南市安南區海佃路一段,23.0246827,120.1913975,1,1,1,7,16
北區,勝安里,08月29日,六,13:30,台南市北區開元路73巷,23.0071693,120.2176377,6,6,6,22,56
西港區,劉厝里,08月29日,六,13:30,台南市西港區劉厝里,23.1327161,120.1791357,1,1,1,3,0
歸仁區,南保里,08月29日,六,13:45,台南市歸仁區民權八街,22.9685791,120.2866553,1,2,1,5,5
安南區,海西里,08月29日,六,13:50,台南市安南區海環街256巷,23.0382556,120.1829891,1,1,1,7,10
南區,大恩里,08月29日,六,13:50,台南市南區大同路二段750巷,22.9663881,120.2130517,3,3,3,13,29
永康區,甲頂里,08月30日,日,08:30,台南市永康區中華路895巷,23.0198896,120.2238429,2,2,2,10,20
下營區,賀建里,08月30日,日,08:30,台南市下營區賀建里麻豆寮,23.255584,120.293994,1,1,1,3,
新市區,三合里,08月30日,日,08:30,台南市新市區中興街,23.0781138,120.2937125,2,2,2,9,9
新市區,大營里,08月30日,日,08:30,台南市新市區中興街,23.0781138,120.2937125,1,1,1,3,3
北區,文元里,08月30日,日,08:30,台南市北區文賢路1122巷,23.0166844,120.1967382,5,5,5,30,56
善化區,光文里,08月30日,日,08:30,台南市善化區公園路,23.1327438,120.2954059,1,1,1,3,
善化區,東隆里,08月30日,日,08:30,台南市善化區東勢寮,23.157936,120.317388,1,1,1,2,
善化區,文昌里,08月30日,日,13:30,台南市善化區中興路,23.1315027,120.291847,1,1,1,5,
南區,金華里,08月30日,日,13:30,台南市南區尊南路,22.9781741,120.1888805,1,1,1,12,24
北區,中樓里,08月30日,日,13:30,台南市北區開元路,23.0071693,120.2176377,6,6,6,30,56
北區,五福里,08月31日,一,08:30,台南市北區長北街,23.0020765,120.2044383,2,2,2,11,36
永康區,永康里,08月31日,一,08:30,台南市永康區大同街,23.0157489,120.2654598,,,,2,4
永康區,甲頂里,08月31日,一,08:30,台南市永康區中正南路52巷68弄,23.0204265,120.2200549,1,1,1,7,14
安平區,港仔里,08月31日,一,08:30,台南市安平區國勝路,23.0007736,120.1610874,1,1,1,4,6
安平區,育平里,08月31日,一,08:30,台南市安平區郡平路,22.9891978,120.1674633,1,1,1,2,3
安南區,安富里,08月31日,一,08:30,台南市安南區郡安路五段184巷80弄,23.0272565,120.1940173,1,1,1,8,16
南區,文華里,08月31日,一,08:30,台南市南區文南三街,22.9871051,120.189797,2,2,2,8,18
中西區,民主里,08月31日,一,08:45,台南市中西區尊王路,22.9918428,120.1949085,2,1,2,20,40
北區,文元里,08月31日,一,13:30,台南市北區文成三路,23.0162011,120.2024877,3,3,3,15,36
永康區,大橋里,08月31日,一,13:30,台南市永康區大橋一街73巷,23.0187262,120.2271662,1,1,1,7,14
安南區,安富里,08月31日,一,13:30,台南市安南區同安路167巷,23.0419175,120.1902841,1,1,1,7,14
南區,文華里,08月31日,一,13:30,台南市南區德南街,22.9868104,120.188318,1,1,1,3,7
南區,文華里,08月31日,一,13:30,台南市南區建南路,22.9849463,120.190434,1,1,1,5,11
中西區,民主里,08月31日,一,13:45,台南市中西區尊王路,22.9918428,120.1949085,2,1,2,20,40
東區,莊敬里,08月31日,一,13:50,臺南市東區莊敬路205巷,22.9970992,120.2322494,1,1,1,14,28
北區,文元里,09月01日,二,08:30,台南市北區文賢二街,23.0111927,120.1971553,2,2,2,13,36
永康區,大橋里,09月01日,二,08:30,台南市永康區大橋一街103巷62弄,23.0189356,120.2291647,1,1,1,8,16
安定區,蘇林里,09月01日,二,08:30,台南市安定區安定,23.119471,120.235621,1,1,1,3,0
安南區,安富里,09月01日,二,08:30,台南市安南區安富街245巷,23.0258569,120.1959604,1,1,1,7,14
東區,莊敬里,09月01日,二,08:30,台南市東區東光路二段36巷10弄,22.9960231,120.2323342,1,1,1,10,20
中西區,中正里,09月01日,二,08:45,台南市中西區正興街,22.9944397,120.1969383,2,1,2,25,50
北區,文元里,09月01日,二,13:30,台南市北區文賢二街,23.0111927,120.1971553,2,2,2,9,36
永康區,大橋里,09月01日,二,13:30,台南市永康區大橋一街103巷62弄,23.0189356,120.2291647,1,1,1,8,16
安南區,溪東里,09月01日,二,13:30,台南市安南區府安路五段,23.0229966,120.1988718,1,1,1,7,14
佳里區,鎮山里,09月01日,二,13:30,台南市佳里區中山路346巷,23.1621281,120.1775195,1,1,1,7,7
東區,富強里,09月01日,二,13:30,台南市東區東門路二段301巷,22.9840553,120.229015,1,1,1,11,22
中西區,安海里,09月01日,二,13:45,台南市中西區環河街,22.9943034,120.1923404,2,1,2,20,50
仁德區,土庫里,09月02日,三,08:30,台南市仁德區土庫三街,22.9873725,120.2603687,1,1,1,4,8
北區,成功里,09月02日,三,08:30,台南市北區北安路一段142巷,23.0180275,120.2101066,2,2,2,15,36
後壁區,福安里,09月02日,三,08:30,台南市後壁區福安里,23.3252512,120.3536396,1,1,1,5,2
新化區,崙頂里,09月02日,三,08:30,台南市新化區崙仔頂,23.0280873,120.3320195,1,1,1,6,8
新營區,延平里,09月02日,三,08:30,台南市新營區復興路,23.3063146,120.2947167,3,3,3,15,25
中西區,三合里,09月02日,三,08:45,台南市中西區忠孝街,22.9992045,120.1966233,2,1,2,20,40
六甲區,六甲里,09月02日,三,13:30,台南市六甲區義街238巷14弄,22.968407,120.2615677,2,1,2,5,10
北區,成功里,09月02日,三,13:30,台南市北區北安路一段142巷,23.0180275,120.2101066,2,2,2,15,36
善化區,東關里,09月02日,三,13:30,台南市善化區中興路,23.1315027,120.291847,1,1,1,5,0
新化區,護國里,09月02日,三,13:30,台南市新化區信義路,23.0369566,120.3142651,1,1,1,5,6
新營區,延平里,09月02日,三,13:30,台南市新營區復興路,23.3063146,120.2947167,3,3,3,15,25
中西區,三合里,09月02日,三,13:45,台南市中西區民族路三段,22.998857,120.195917,2,1,2,20,40
北區,玉皇里,09月03日,四,08:30,台南市北區公園路,23.0068369,120.2100531,5,5,5,30,60
永康區,安康里,09月03日,四,08:30,台南市永康區中華西街122巷,23.0153874,120.2274387,2,2,2,20,40
